model_type,problem_type,eval_mode,graph_seed,n_nodes,n_edges,density,replication,attack_limit,optimal_objective,predicted_objective,objective_gap,hamming_distance,exact_match,num_correct_edges,num_predicted_attacks,num_optimal_attacks,mip_solve_time,mip_total_time,inference_time
edge_transformer,shortest_path,ood_size,10060017,100,600,6.0,12,1,13.000000000000004,11,0.15384615384615408,2,0,0,1,1,0.13395095197483897,0.14643783029168844,0.00771366385743022
edge_transformer,shortest_path,ood_size,10060018,100,600,6.0,13,1,19.0,19,0.0,0,1,1,1,1,0.13060111086815596,0.1435777908191085,0.008178165182471275
edge_transformer,shortest_path,ood_size,10060019,100,600,6.0,14,1,13.000000000000004,13,2.7328566760003845e-16,2,0,0,1,1,0.1870262841694057,0.2000588048249483,0.00898756692185998
edge_transformer,shortest_path,ood_size,10060020,100,600,6.0,15,1,22.0,20,0.09090909090909091,2,0,0,1,1,0.15123774390667677,0.16345170326530933,0.010306920856237411
edge_transformer,shortest_path,ood_size,10060021,100,600,6.0,16,1,14.0,12,0.14285714285714285,2,0,0,1,1,0.17516218777745962,0.187678056769073,0.01010647090151906
edge_transformer,shortest_path,ood_size,10060022,100,600,6.0,17,1,18.0,18,0.0,0,1,1,1,1,0.13831018516793847,0.1515858960337937,0.0073657529428601265
edge_transformer,shortest_path,ood_size,10060023,100,600,6.0,18,1,18.0,18,0.0,0,1,1,1,1,0.1652778978459537,0.17845500772818923,0.007270243018865585
edge_transformer,shortest_path,ood_size,10060024,100,600,6.0,19,1,17.0,12,0.29411764705882354,2,0,0,1,1,0.13457664428278804,0.14833247615024447,0.006731560919433832
edge_transformer,shortest_path,ood_size,10080005,100,800,8.0,0,1,8.0,8,0.0,0,1,1,1,1,0.1674318448640406,0.18445638567209244,0.012349376920610666
edge_transformer,shortest_path,ood_size,10080006,100,800,8.0,1,1,8.0,8,0.0,0,1,1,1,1,0.17889636987820268,0.195702301338315,0.012272397987544537
edge_transformer,shortest_path,ood_size,10080007,100,800,8.0,2,1,11.0,10,0.09090909090909091,2,0,0,1,1,0.20868442114442587,0.2245031096972525,0.012056226842105389
edge_transformer,shortest_path,ood_size,10080008,100,800,8.0,3,1,14.0,14,0.0,0,1,1,1,1,0.18154247803613544,0.1973655461333692,0.012622158043086529
edge_transformer,shortest_path,ood_size,10080009,100,800,8.0,4,1,9.0,8,0.1111111111111111,2,0,0,1,1,0.2439232598990202,0.25998343899846077,0.015106446575373411
edge_transformer,shortest_path,ood_size,10080010,100,800,8.0,5,1,8.0,5,0.375,2,0,0,1,1,0.2738348110578954,0.28993343096226454,0.01311613991856575
edge_transformer,shortest_path,ood_size,10080011,100,800,8.0,6,1,16.0,16,0.0,0,1,1,1,1,0.15950921922922134,0.17545711901038885,0.012380708009004593
edge_transformer,shortest_path,ood_size,10080012,100,800,8.0,7,1,8.0,7,0.125,2,0,0,1,1,0.17082925513386726,0.186812583822757,0.013335301075130701
edge_transformer,shortest_path,ood_size,10080013,100,800,8.0,8,1,12.0,10,0.16666666666666666,2,0,0,1,1,0.23132391087710857,0.24734118999913335,0.012877519708126783
edge_transformer,shortest_path,ood_size,10080014,100,800,8.0,9,1,9.0,6,0.3333333333333333,2,0,0,1,1,0.31904448103159666,0.3353412700816989,0.012282076757401228
edge_transformer,shortest_path,ood_size,10080015,100,800,8.0,10,1,9.0,4,0.5555555555555556,2,0,0,1,1,0.17256969027221203,0.1884430181235075,0.012359488289803267
edge_transformer,shortest_path,ood_size,10080016,100,800,8.0,11,1,8.0,8,0.0,1,0,0,1,0,0.1768801538273692,0.19287729170173407,0.012276878114789724
edge_transformer,shortest_path,ood_size,10080017,100,800,8.0,12,1,11.000000000000002,6,0.45454545454545464,2,0,0,1,1,0.1761312009766698,0.1920890500769019,0.01564604789018631
edge_transformer,shortest_path,ood_size,10080018,100,800,8.0,13,1,11.0,11,0.0,0,1,1,1,1,0.24168673204258084,0.2577714417129755,0.012227987870573997
edge_transformer,shortest_path,ood_size,10080019,100,800,8.0,14,1,8.0,7,0.125,2,0,0,1,1,0.17765214620158076,0.1936609148979187,0.014697505161166191
edge_transformer,shortest_path,ood_size,10080020,100,800,8.0,15,1,20.0,20,0.0,2,0,0,1,1,0.2111208480782807,0.22692934703081846,0.0163956000469625
edge_transformer,shortest_path,ood_size,10080021,100,800,8.0,16,1,8.0,8,0.0,0,1,1,1,1,0.16797246597707272,0.1838167947717011,0.015198087319731712
edge_transformer,shortest_path,ood_size,10080022,100,800,8.0,17,1,12.0,12,0.0,0,1,1,1,1,0.31685376400128007,0.3326074122451246,0.012603848706930876
edge_transformer,shortest_path,ood_size,10080023,100,800,8.0,18,1,17.0,14,0.17647058823529413,2,0,0,1,1,0.18592478102073073,0.20331974513828754,0.012376097962260246
edge_transformer,shortest_path,ood_size,10080024,100,800,8.0,19,1,9.0,9,0.0,0,1,1,1,1,0.18691311404109,0.2040142770856619,0.012439037673175335
edge_transformer,shortest_path,ood_size,20040005,200,400,2.0,0,1,34.0,33,0.029411764705882353,2,0,0,1,1,0.08741674898192286,0.09721114812418818,0.003566091414541006
edge_transformer,shortest_path,ood_size,20040006,200,400,2.0,1,1,43.0,37,0.13953488372093023,2,0,0,1,1,0.08110699988901615,0.09109304938465357,0.004240382928401232
edge_transformer,shortest_path,ood_size,20040007,200,400,2.0,2,1,43.0,42,0.023255813953488372,2,0,0,1,1,0.0816012998111546,0.09119299985468388,0.0036852811463177204
edge_transformer,shortest_path,ood_size,20040008,200,400,2.0,3,1,45.0,35,0.2222222222222222,2,0,0,1,1,0.093113305978477,0.10607870575040579,0.003667070996016264
edge_transformer,shortest_path,ood_size,20040009,200,400,2.0,4,1,52.0,46,0.11538461538461539,2,0,0,1,1,0.09740885905921459,0.10739953862503171,0.003932071849703789
edge_transformer,shortest_path,ood_size,20040010,200,400,2.0,5,1,62.0,57,0.08064516129032258,2,0,0,1,1,0.07845664117485285,0.08799955016002059,0.0037176809273660183
edge_transformer,shortest_path,ood_size,20040011,200,400,2.0,6,1,75.0,73,0.02666666666666667,2,0,0,1,1,0.09070813888683915,0.10096568986773491,0.0061467778868973255
edge_transformer,shortest_path,ood_size,20040012,200,400,2.0,7,1,75.0,68,0.09333333333333334,2,0,0,1,1,0.07972228387370706,0.08930878387764096,0.004385773092508316
edge_transformer,shortest_path,ood_size,20040013,200,400,2.0,8,1,41.0,40,0.024390243902439025,2,0,0,1,1,0.09210034320130944,0.1019734931178391,0.005123314913362265
edge_transformer,shortest_path,ood_size,20040014,200,400,2.0,9,1,58.0,58,0.0,0,1,1,1,1,0.08227720204740763,0.09195268200710416,0.003690201323479414
edge_transformer,shortest_path,ood_size,20040015,200,400,2.0,10,1,17.0,9,0.47058823529411764,2,0,0,1,1,0.08367399731650949,0.09324840595945716,0.003992961719632149
edge_transformer,shortest_path,ood_size,20040016,200,400,2.0,11,1,41.0,41,0.0,0,1,1,1,1,0.08201196184381843,0.09164152108132839,0.003358301240950823
edge_transformer,shortest_path,ood_size,20040017,200,400,2.0,12,1,45.0,42,0.06666666666666667,2,0,0,1,1,0.20830058958381414,0.21893838327378035,0.0034648803994059563
edge_transformer,shortest_path,ood_size,20040018,200,400,2.0,13,1,50.0,50,0.0,0,1,1,1,1,0.0773396180011332,0.0869688168168068,0.003578880801796913
edge_transformer,shortest_path,ood_size,20040019,200,400,2.0,14,1,76.0,67,0.11842105263157894,2,0,0,1,1,0.11137769231572747,0.12134496262297034,0.0032215286046266556
edge_transformer,shortest_path,ood_size,20040020,200,400,2.0,15,1,69.0,63,0.08695652173913043,2,0,0,1,1,0.08700928697362542,0.09646200574934483,0.0033164103515446186
edge_transformer,shortest_path,ood_size,20040021,200,400,2.0,16,1,54.0,52,0.037037037037037035,2,0,0,1,1,0.08273329399526119,0.09253540402278304,0.003241749946027994
edge_transformer,shortest_path,ood_size,20040022,200,400,2.0,17,1,46.0,38,0.17391304347826086,2,0,0,1,1,0.08608286501839757,0.09557219408452511,0.00339861074462533
