model_type,problem_type,eval_mode,graph_seed,n_nodes,n_edges,density,replication,attack_limit,optimal_objective,predicted_objective,objective_gap,hamming_distance,exact_match,num_correct_edges,num_predicted_attacks,num_optimal_attacks,mip_solve_time,mip_total_time,inference_time
tropical_v2,shortest_path,ood_size,10060024,100,600,6.0,19,1,17.0,12,0.29411764705882354,2,0,0,1,1,0.22098465263843536,0.23339554760605097,0.005794234108179808
tropical_v2,shortest_path,ood_size,10080005,100,800,8.0,0,1,8.0,8,0.0,0,1,1,1,1,0.1610460509546101,0.17715935921296477,0.0061833830550313
tropical_v2,shortest_path,ood_size,10080006,100,800,8.0,1,1,8.0,8,0.0,0,1,1,1,1,0.1704638092778623,0.18663106625899673,0.0058109350502491
tropical_v2,shortest_path,ood_size,10080007,100,800,8.0,2,1,11.0,10,0.09090909090909091,2,0,0,1,1,0.2114029759541154,0.22749831434339285,0.005847003776580095
tropical_v2,shortest_path,ood_size,10080008,100,800,8.0,3,1,14.0,14,0.0,0,1,1,1,1,0.18656738614663482,0.20269424421712756,0.006258862093091011
tropical_v2,shortest_path,ood_size,10080009,100,800,8.0,4,1,9.0,9,0.0,0,1,1,1,1,0.33834368782117963,0.35482149478048086,0.005783664062619209
tropical_v2,shortest_path,ood_size,10080010,100,800,8.0,5,1,8.0,5,0.375,2,0,0,1,1,0.18148024007678032,0.19758982677012682,0.005690295249223709
tropical_v2,shortest_path,ood_size,10080011,100,800,8.0,6,1,16.0,16,0.0,0,1,1,1,1,0.1626018132083118,0.17911866027861834,0.005822304170578718
tropical_v2,shortest_path,ood_size,10080012,100,800,8.0,7,1,8.0,7,0.125,2,0,0,1,1,0.17271690862253308,0.1889416459016502,0.0059098838828504086
tropical_v2,shortest_path,ood_size,10080013,100,800,8.0,8,1,12.0,12,0.0,0,1,1,1,1,0.2278634519316256,0.24395699985325336,0.005762194748967886
tropical_v2,shortest_path,ood_size,10080014,100,800,8.0,9,1,9.0,6,0.3333333333333333,2,0,0,1,1,0.3185264077037573,0.3344918959774077,0.005798053927719593
tropical_v2,shortest_path,ood_size,10080015,100,800,8.0,10,1,9.0,6,0.3333333333333333,2,0,0,1,1,0.17451520031318069,0.19074739795178175,0.005765904206782579
tropical_v2,shortest_path,ood_size,10080016,100,800,8.0,11,1,8.0,8,0.0,1,0,0,1,0,0.17970799701288342,0.19576227525249124,0.0058531430549919605
tropical_v2,shortest_path,ood_size,10080017,100,800,8.0,12,1,11.000000000000002,11,1.6148698540002275e-16,0,1,1,1,1,0.17857695324346423,0.1947400001809001,0.0065521299839019775
tropical_v2,shortest_path,ood_size,10080018,100,800,8.0,13,1,11.0,9,0.18181818181818182,2,0,0,1,1,0.1601964752189815,0.17613522289320827,0.005786775145679712
tropical_v2,shortest_path,ood_size,10080019,100,800,8.0,14,1,8.0,7,0.125,2,0,0,1,1,0.27331689884886146,0.2894896771758795,0.005750563926994801
tropical_v2,shortest_path,ood_size,10080020,100,800,8.0,15,1,20.0,20,0.0,2,0,0,1,1,0.2125543407164514,0.2287093778140843,0.005744404159486294
tropical_v2,shortest_path,ood_size,10080021,100,800,8.0,16,1,8.0,8,0.0,2,0,0,1,1,0.17042758921161294,0.18657709704712033,0.008753341156989336
tropical_v2,shortest_path,ood_size,10080022,100,800,8.0,17,1,12.0,11,0.08333333333333333,2,0,0,1,1,0.22444937704131007,0.240935823880136,0.005844893865287304
tropical_v2,shortest_path,ood_size,10080023,100,800,8.0,18,1,17.0,14,0.17647058823529413,2,0,0,1,1,0.17688637971878052,0.19310736702755094,0.005767544265836477
tropical_v2,shortest_path,ood_size,10080024,100,800,8.0,19,1,9.0,5,0.4444444444444444,2,0,0,1,1,0.28163742227479815,0.2976748012006283,0.005755693651735783
tropical_v2,shortest_path,ood_size,20040005,200,400,2.0,0,1,34.0,33,0.029411764705882353,2,0,0,1,1,0.08344780839979649,0.09262789599597454,0.005970582831650972
tropical_v2,shortest_path,ood_size,20040006,200,400,2.0,1,1,43.0,43,0.0,0,1,1,1,1,0.07755728298798203,0.08680013194680214,0.005736385006457567
tropical_v2,shortest_path,ood_size,20040007,200,400,2.0,2,1,43.0,42,0.023255813953488372,2,0,0,1,1,0.07767687318846583,0.08680361183360219,0.00569808529689908
tropical_v2,shortest_path,ood_size,20040008,200,400,2.0,3,1,45.0,44,0.022222222222222223,2,0,0,1,1,0.08894402300938964,0.09799571195617318,0.005714165046811104
tropical_v2,shortest_path,ood_size,20040009,200,400,2.0,4,1,52.0,43,0.17307692307692307,2,0,0,1,1,0.09186149993911386,0.10126331821084023,0.005674614105373621
tropical_v2,shortest_path,ood_size,20040010,200,400,2.0,5,1,62.0,57,0.08064516129032258,2,0,0,1,1,0.07427641795948148,0.08335569780319929,0.005698955152183771
tropical_v2,shortest_path,ood_size,20040011,200,400,2.0,6,1,75.0,73,0.02666666666666667,2,0,0,1,1,0.08670940203592181,0.09577920194715261,0.005655425135046244
tropical_v2,shortest_path,ood_size,20040012,200,400,2.0,7,1,75.0,65,0.13333333333333333,2,0,0,1,1,0.0763796791434288,0.08547254791483283,0.005701844114810228
tropical_v2,shortest_path,ood_size,20040013,200,400,2.0,8,1,41.0,37,0.0975609756097561,2,0,0,1,1,0.08944066008552909,0.09953101491555572,0.006125522777438164
tropical_v2,shortest_path,ood_size,20040014,200,400,2.0,9,1,58.0,58,0.0,0,1,1,1,1,0.07905901735648513,0.08854379504919052,0.005717423744499683
tropical_v2,shortest_path,ood_size,20040015,200,400,2.0,10,1,17.0,16,0.058823529411764705,2,0,0,1,1,0.0809560976922512,0.09024079702794552,0.005710954777896404
tropical_v2,shortest_path,ood_size,20040016,200,400,2.0,11,1,41.0,36,0.12195121951219512,2,0,0,1,1,0.07925586588680744,0.08839732501655817,0.0056771147064864635
