
Evaluating attack limit K=1
K=1, n=100, m=200, rep=0 | Opt=57.00 | Pred=47.00 | Gap=0.1754 | Hamming=2 | Exact=0
K=2, n=400, m=1600, rep=17 | Opt=20.00 | Pred=16.00 | Gap=0.2000 | Hamming=2 | Exact=0
K=2, n=400, m=1600, rep=18 | Opt=27.00 | Pred=22.00 | Gap=0.1852 | Hamming=4 | Exact=0
K=2, n=400, m=1600, rep=19 | Opt=26.00 | Pred=25.00 | Gap=0.0385 | Hamming=2 | Exact=0
K=2, n=400, m=2000, rep=0 | Opt=18.00 | Pred=18.00 | Gap=0.0000 | Hamming=0 | Exact=1
K=2, n=400, m=2000, rep=1 | Opt=22.00 | Pred=12.00 | Gap=0.4545 | Hamming=2 | Exact=0
K=2, n=400, m=2000, rep=2 | Opt=20.00 | Pred=20.00 | Gap=0.0000 | Hamming=0 | Exact=1
K=2, n=400, m=2000, rep=3 | Opt=23.00 | Pred=23.00 | Gap=0.0000 | Hamming=2 | Exact=0
K=2, n=400, m=2000, rep=4 | Opt=17.00 | Pred=17.00 | Gap=0.0000 | Hamming=2 | Exact=0
K=2, n=400, m=2000, rep=5 | Opt=20.00 | Pred=18.00 | Gap=0.1000 | Hamming=2 | Exact=0
K=2, n=400, m=2000, rep=6 | Opt=12.00 | Pred=12.00 | Gap=0.0000 | Hamming=1 | Exact=0
K=2, n=400, m=2000, rep=7 | Opt=15.00 | Pred=9.00 | Gap=0.4000 | Hamming=2 | Exact=0
K=2, n=400, m=2000, rep=8 | Opt=20.00 | Pred=14.00 | Gap=0.3000 | Hamming=4 | Exact=0
K=2, n=400, m=2000, rep=9 | Opt=17.00 | Pred=12.00 | Gap=0.2941 | Hamming=2 | Exact=0
K=2, n=400, m=2000, rep=10 | Opt=22.00 | Pred=20.00 | Gap=0.0909 | Hamming=2 | Exact=0
K=2, n=400, m=2000, rep=11 | Opt=10.00 | Pred=10.00 | Gap=0.0000 | Hamming=1 | Exact=0
K=2, n=400, m=2000, rep=12 | Opt=22.00 | Pred=14.00 | Gap=0.3636 | Hamming=2 | Exact=0
K=2, n=400, m=2000, rep=13 | Opt=27.00 | Pred=27.00 | Gap=0.0000 | Hamming=0 | Exact=1
K=2, n=400, m=2000, rep=14 | Opt=23.00 | Pred=23.00 | Gap=0.0000 | Hamming=0 | Exact=1
K=2, n=400, m=2000, rep=15 | Opt=24.00 | Pred=21.00 | Gap=0.1250 | Hamming=4 | Exact=0
K=2, n=400, m=2000, rep=16 | Opt=23.00 | Pred=18.00 | Gap=0.2174 | Hamming=4 | Exact=0
K=2, n=400, m=2000, rep=17 | Opt=29.00 | Pred=28.00 | Gap=0.0345 | Hamming=2 | Exact=0
K=2, n=400, m=2000, rep=18 | Opt=28.00 | Pred=22.00 | Gap=0.2143 | Hamming=4 | Exact=0
K=2, n=400, m=2000, rep=19 | Opt=20.00 | Pred=16.00 | Gap=0.2000 | Hamming=4 | Exact=0
K=2, n=400, m=2400, rep=0 | Opt=24.00 | Pred=19.00 | Gap=0.2083 | Hamming=4 | Exact=0
K=2, n=400, m=2400, rep=1 | Opt=18.00 | Pred=18.00 | Gap=0.0000 | Hamming=0 | Exact=1
K=2, n=400, m=2400, rep=2 | Opt=15.00 | Pred=15.00 | Gap=0.0000 | Hamming=2 | Exact=0
K=2, n=400, m=2400, rep=3 | Opt=18.00 | Pred=16.00 | Gap=0.1111 | Hamming=4 | Exact=0
K=2, n=400, m=2400, rep=4 | Opt=15.00 | Pred=14.00 | Gap=0.0667 | Hamming=4 | Exact=0
K=2, n=400, m=2400, rep=5 | Opt=20.00 | Pred=18.00 | Gap=0.1000 | Hamming=2 | Exact=0
K=2, n=400, m=2400, rep=6 | Opt=19.00 | Pred=19.00 | Gap=0.0000 | Hamming=2 | Exact=0
K=2, n=400, m=2400, rep=7 | Opt=23.00 | Pred=22.00 | Gap=0.0435 | Hamming=2 | Exact=0
K=2, n=400, m=2400, rep=8 | Opt=21.00 | Pred=19.00 | Gap=0.0952 | Hamming=4 | Exact=0
K=2, n=400, m=2400, rep=9 | Opt=17.00 | Pred=14.00 | Gap=0.1765 | Hamming=4 | Exact=0
K=2, n=400, m=2400, rep=10 | Opt=16.00 | Pred=13.00 | Gap=0.1875 | Hamming=2 | Exact=0
K=2, n=400, m=2400, rep=11 | Opt=22.00 | Pred=22.00 | Gap=0.0000 | Hamming=0 | Exact=1
K=2, n=400, m=2400, rep=12 | Opt=18.00 | Pred=17.00 | Gap=0.0556 | Hamming=2 | Exact=0
K=2, n=400, m=2400, rep=13 | Opt=18.00 | Pred=17.00 | Gap=0.0556 | Hamming=2 | Exact=0
K=2, n=400, m=2400, rep=14 | Opt=25.00 | Pred=23.00 | Gap=0.0800 | Hamming=2 | Exact=0
K=2, n=400, m=2400, rep=15 | Opt=19.00 | Pred=19.00 | Gap=0.0000 | Hamming=0 | Exact=1
K=2, n=400, m=2400, rep=16 | Opt=16.00 | Pred=15.00 | Gap=0.0625 | Hamming=3 | Exact=0
K=2, n=400, m=2400, rep=17 | Opt=19.00 | Pred=19.00 | Gap=0.0000 | Hamming=4 | Exact=0
K=2, n=400, m=2400, rep=18 | Opt=15.00 | Pred=13.00 | Gap=0.1333 | Hamming=2 | Exact=0
K=2, n=400, m=2400, rep=19 | Opt=17.00 | Pred=12.00 | Gap=0.2941 | Hamming=4 | Exact=0
K=2, n=400, m=3200, rep=0 | Opt=13.00 | Pred=8.00 | Gap=0.3846 | Hamming=4 | Exact=0
K=2, n=400, m=3200, rep=1 | Opt=13.00 | Pred=13.00 | Gap=0.0000 | Hamming=0 | Exact=1
K=2, n=400, m=3200, rep=2 | Opt=14.00 | Pred=11.00 | Gap=0.2143 | Hamming=4 | Exact=0
K=2, n=400, m=3200, rep=3 | Opt=13.00 | Pred=11.00 | Gap=0.1538 | Hamming=4 | Exact=0
K=2, n=400, m=3200, rep=4 | Opt=11.00 | Pred=9.00 | Gap=0.1818 | Hamming=2 | Exact=0
K=2, n=400, m=3200, rep=5 | Opt=17.00 | Pred=13.00 | Gap=0.2353 | Hamming=4 | Exact=0
K=2, n=400, m=3200, rep=6 | Opt=14.00 | Pred=12.00 | Gap=0.1429 | Hamming=4 | Exact=0
K=2, n=400, m=3200, rep=7 | Opt=18.00 | Pred=18.00 | Gap=0.0000 | Hamming=0 | Exact=1
K=2, n=400, m=3200, rep=8 | Opt=12.00 | Pred=12.00 | Gap=0.0000 | Hamming=2 | Exact=0
K=2, n=400, m=3200, rep=9 | Opt=19.00 | Pred=17.00 | Gap=0.1053 | Hamming=4 | Exact=0
K=2, n=400, m=3200, rep=10 | Opt=22.00 | Pred=19.00 | Gap=0.1364 | Hamming=2 | Exact=0
K=2, n=400, m=3200, rep=11 | Opt=15.00 | Pred=14.00 | Gap=0.0667 | Hamming=4 | Exact=0
K=2, n=400, m=3200, rep=12 | Opt=14.00 | Pred=11.00 | Gap=0.2143 | Hamming=4 | Exact=0
K=2, n=400, m=3200, rep=13 | Opt=13.00 | Pred=11.00 | Gap=0.1538 | Hamming=4 | Exact=0
K=2, n=400, m=3200, rep=14 | Opt=16.00 | Pred=16.00 | Gap=0.0000 | Hamming=2 | Exact=0
K=2, n=400, m=3200, rep=15 | Opt=13.00 | Pred=13.00 | Gap=0.0000 | Hamming=4 | Exact=0
K=2, n=400, m=3200, rep=16 | Opt=20.00 | Pred=20.00 | Gap=0.0000 | Hamming=0 | Exact=1
K=2, n=400, m=3200, rep=17 | Opt=16.00 | Pred=13.00 | Gap=0.1875 | Hamming=2 | Exact=0
K=2, n=400, m=3200, rep=18 | Opt=17.00 | Pred=15.00 | Gap=0.1176 | Hamming=2 | Exact=0
K=2, n=400, m=3200, rep=19 | Opt=17.00 | Pred=17.00 | Gap=0.0000 | Hamming=0 | Exact=1
K=2, n=600, m=1200, rep=0 | Opt=42.00 | Pred=40.00 | Gap=0.0476 | Hamming=4 | Exact=0
K=2, n=600, m=1200, rep=1 | Opt=55.00 | Pred=47.00 | Gap=0.1455 | Hamming=4 | Exact=0
K=2, n=600, m=1200, rep=2 | Opt=55.00 | Pred=48.00 | Gap=0.1273 | Hamming=4 | Exact=0
K=2, n=600, m=1200, rep=3 | Opt=46.00 | Pred=43.00 | Gap=0.0652 | Hamming=2 | Exact=0
K=2, n=600, m=1200, rep=4 | Opt=53.00 | Pred=45.00 | Gap=0.1509 | Hamming=4 | Exact=0
K=2, n=600, m=1200, rep=5 | Opt=27.00 | Pred=27.00 | Gap=0.0000 | Hamming=0 | Exact=1
K=2, n=600, m=1200, rep=6 | Opt=55.00 | Pred=52.00 | Gap=0.0545 | Hamming=4 | Exact=0
K=2, n=600, m=1200, rep=7 | Opt=50.00 | Pred=50.00 | Gap=0.0000 | Hamming=2 | Exact=0
K=2, n=600, m=1200, rep=8 | Opt=64.00 | Pred=62.00 | Gap=0.0312 | Hamming=2 | Exact=0
K=2, n=600, m=1200, rep=9 | Opt=58.00 | Pred=48.00 | Gap=0.1724 | Hamming=2 | Exact=0
K=2, n=600, m=1200, rep=10 | Opt=47.00 | Pred=47.00 | Gap=0.0000 | Hamming=2 | Exact=0
K=2, n=600, m=1200, rep=11 | Opt=59.00 | Pred=44.00 | Gap=0.2542 | Hamming=4 | Exact=0
K=2, n=600, m=1200, rep=12 | Opt=25.00 | Pred=16.00 | Gap=0.3600 | Hamming=2 | Exact=0
K=2, n=600, m=1200, rep=13 | Opt=36.00 | Pred=31.00 | Gap=0.1389 | Hamming=2 | Exact=0
K=2, n=600, m=1200, rep=14 | Opt=80.00 | Pred=78.00 | Gap=0.0250 | Hamming=2 | Exact=0
K=2, n=600, m=1200, rep=15 | Opt=62.00 | Pred=61.00 | Gap=0.0161 | Hamming=2 | Exact=0
K=2, n=600, m=1200, rep=16 | Opt=46.00 | Pred=41.00 | Gap=0.1087 | Hamming=2 | Exact=0
K=2, n=600, m=1200, rep=17 | Opt=36.00 | Pred=28.00 | Gap=0.2222 | Hamming=4 | Exact=0
K=2, n=600, m=1200, rep=18 | Opt=56.00 | Pred=55.00 | Gap=0.0179 | Hamming=2 | Exact=0
K=2, n=600, m=1200, rep=19 | Opt=66.00 | Pred=59.00 | Gap=0.1061 | Hamming=2 | Exact=0
K=2, n=600, m=1500, rep=0 | Opt=42.00 | Pred=41.00 | Gap=0.0238 | Hamming=2 | Exact=0
K=2, n=600, m=1500, rep=1 | Opt=46.00 | Pred=46.00 | Gap=0.0000 | Hamming=0 | Exact=1
K=2, n=600, m=1500, rep=2 | Opt=55.00 | Pred=48.00 | Gap=0.1273 | Hamming=2 | Exact=0
K=2, n=600, m=1500, rep=3 | Opt=46.00 | Pred=40.00 | Gap=0.1304 | Hamming=2 | Exact=0
K=2, n=600, m=1500, rep=4 | Opt=36.00 | Pred=33.00 | Gap=0.0833 | Hamming=4 | Exact=0
K=2, n=600, m=1500, rep=5 | Opt=65.00 | Pred=56.00 | Gap=0.1385 | Hamming=2 | Exact=0
K=2, n=600, m=1500, rep=6 | Opt=61.00 | Pred=58.00 | Gap=0.0492 | Hamming=2 | Exact=0
K=2, n=600, m=1500, rep=7 | Opt=35.00 | Pred=34.00 | Gap=0.0286 | Hamming=2 | Exact=0
K=2, n=600, m=1500, rep=8 | Opt=46.00 | Pred=40.00 | Gap=0.1304 | Hamming=4 | Exact=0
K=2, n=600, m=1500, rep=9 | Opt=43.00 | Pred=36.00 | Gap=0.1628 | Hamming=4 | Exact=0
K=2, n=600, m=1500, rep=10 | Opt=65.00 | Pred=59.00 | Gap=0.0923 | Hamming=2 | Exact=0
K=2, n=600, m=1500, rep=11 | Opt=32.00 | Pred=23.00 | Gap=0.2812 | Hamming=2 | Exact=0
K=2, n=600, m=1500, rep=12 | Opt=46.00 | Pred=44.00 | Gap=0.0435 | Hamming=2 | Exact=0
K=2, n=600, m=1500, rep=13 | Opt=60.00 | Pred=47.00 | Gap=0.2167 | Hamming=4 | Exact=0
K=2, n=600, m=1500, rep=14 | Opt=67.00 | Pred=57.00 | Gap=0.1493 | Hamming=4 | Exact=0
K=2, n=600, m=1500, rep=15 | Opt=27.00 | Pred=15.00 | Gap=0.4444 | Hamming=4 | Exact=0
K=2, n=600, m=1500, rep=16 | Opt=39.00 | Pred=32.00 | Gap=0.1795 | Hamming=4 | Exact=0
K=2, n=600, m=1500, rep=17 | Opt=36.00 | Pred=27.00 | Gap=0.2500 | Hamming=2 | Exact=0
K=2, n=600, m=1500, rep=18 | Opt=44.00 | Pred=42.00 | Gap=0.0455 | Hamming=2 | Exact=0
K=2, n=600, m=1500, rep=19 | Opt=37.00 | Pred=30.00 | Gap=0.1892 | Hamming=4 | Exact=0
K=2, n=600, m=1800, rep=0 | Opt=11.00 | Pred=6.00 | Gap=0.4545 | Hamming=2 | Exact=0
K=2, n=600, m=1800, rep=1 | Opt=31.00 | Pred=24.00 | Gap=0.2258 | Hamming=2 | Exact=0
K=2, n=600, m=1800, rep=2 | Opt=48.00 | Pred=46.00 | Gap=0.0417 | Hamming=2 | Exact=0
K=2, n=600, m=1800, rep=3 | Opt=36.00 | Pred=34.00 | Gap=0.0556 | Hamming=2 | Exact=0
K=2, n=600, m=1800, rep=4 | Opt=35.00 | Pred=32.00 | Gap=0.0857 | Hamming=2 | Exact=0
K=2, n=600, m=1800, rep=5 | Opt=53.00 | Pred=44.00 | Gap=0.1698 | Hamming=2 | Exact=0
K=2, n=600, m=1800, rep=6 | Opt=46.00 | Pred=45.00 | Gap=0.0217 | Hamming=2 | Exact=0
K=2, n=600, m=1800, rep=7 | Opt=41.00 | Pred=35.00 | Gap=0.1463 | Hamming=2 | Exact=0
K=2, n=600, m=1800, rep=8 | Opt=36.00 | Pred=31.00 | Gap=0.1389 | Hamming=4 | Exact=0
K=2, n=600, m=1800, rep=9 | Opt=34.00 | Pred=26.00 | Gap=0.2353 | Hamming=4 | Exact=0
K=2, n=600, m=1800, rep=10 | Opt=26.00 | Pred=18.00 | Gap=0.3077 | Hamming=2 | Exact=0
K=2, n=600, m=1800, rep=11 | Opt=31.00 | Pred=31.00 | Gap=0.0000 | Hamming=0 | Exact=1
K=2, n=600, m=1800, rep=12 | Opt=23.00 | Pred=13.00 | Gap=0.4348 | Hamming=4 | Exact=0
K=2, n=600, m=1800, rep=13 | Opt=43.00 | Pred=42.00 | Gap=0.0233 | Hamming=2 | Exact=0
K=2, n=600, m=1800, rep=14 | Opt=41.00 | Pred=39.00 | Gap=0.0488 | Hamming=4 | Exact=0
K=2, n=600, m=1800, rep=15 | Opt=31.00 | Pred=31.00 | Gap=0.0000 | Hamming=4 | Exact=0
K=2, n=600, m=1800, rep=16 | Opt=37.00 | Pred=32.00 | Gap=0.1351 | Hamming=2 | Exact=0
K=2, n=600, m=1800, rep=17 | Opt=35.00 | Pred=34.00 | Gap=0.0286 | Hamming=2 | Exact=0
K=2, n=600, m=1800, rep=18 | Opt=35.00 | Pred=33.00 | Gap=0.0571 | Hamming=2 | Exact=0
K=2, n=600, m=1800, rep=19 | Opt=28.00 | Pred=23.00 | Gap=0.1786 | Hamming=2 | Exact=0
K=2, n=600, m=2400, rep=0 | Opt=35.00 | Pred=26.00 | Gap=0.2571 | Hamming=4 | Exact=0
K=2, n=600, m=2400, rep=1 | Opt=20.00 | Pred=19.00 | Gap=0.0500 | Hamming=2 | Exact=0
K=2, n=600, m=2400, rep=2 | Opt=28.00 | Pred=22.00 | Gap=0.2143 | Hamming=4 | Exact=0
K=2, n=600, m=2400, rep=3 | Opt=20.00 | Pred=12.00 | Gap=0.4000 | Hamming=4 | Exact=0
K=2, n=600, m=2400, rep=4 | Opt=33.00 | Pred=29.00 | Gap=0.1212 | Hamming=2 | Exact=0
K=2, n=600, m=2400, rep=5 | Opt=23.00 | Pred=14.00 | Gap=0.3913 | Hamming=4 | Exact=0
K=2, n=600, m=2400, rep=6 | Opt=24.00 | Pred=22.00 | Gap=0.0833 | Hamming=2 | Exact=0
K=2, n=600, m=2400, rep=7 | Opt=27.00 | Pred=19.00 | Gap=0.2963 | Hamming=4 | Exact=0
K=2, n=600, m=2400, rep=8 | Opt=28.00 | Pred=25.00 | Gap=0.1071 | Hamming=4 | Exact=0
K=2, n=600, m=2400, rep=9 | Opt=27.00 | Pred=19.00 | Gap=0.2963 | Hamming=4 | Exact=0
K=2, n=600, m=2400, rep=10 | Opt=42.00 | Pred=37.00 | Gap=0.1190 | Hamming=2 | Exact=0
K=2, n=600, m=2400, rep=11 | Opt=37.00 | Pred=35.00 | Gap=0.0541 | Hamming=2 | Exact=0
K=2, n=600, m=2400, rep=12 | Opt=28.00 | Pred=21.00 | Gap=0.2500 | Hamming=4 | Exact=0
K=2, n=600, m=2400, rep=13 | Opt=39.00 | Pred=34.00 | Gap=0.1282 | Hamming=2 | Exact=0
K=2, n=600, m=2400, rep=14 | Opt=24.00 | Pred=21.00 | Gap=0.1250 | Hamming=4 | Exact=0
K=2, n=600, m=2400, rep=15 | Opt=21.00 | Pred=19.00 | Gap=0.0952 | Hamming=4 | Exact=0
K=2, n=600, m=2400, rep=16 | Opt=29.00 | Pred=24.00 | Gap=0.1724 | Hamming=2 | Exact=0
K=2, n=600, m=2400, rep=17 | Opt=26.00 | Pred=21.00 | Gap=0.1923 | Hamming=2 | Exact=0
K=2, n=600, m=2400, rep=18 | Opt=30.00 | Pred=19.00 | Gap=0.3667 | Hamming=4 | Exact=0
K=2, n=600, m=2400, rep=19 | Opt=21.00 | Pred=17.00 | Gap=0.1905 | Hamming=2 | Exact=0
K=2, n=600, m=3000, rep=0 | Opt=15.00 | Pred=14.00 | Gap=0.0667 | Hamming=2 | Exact=0
K=2, n=600, m=3000, rep=1 | Opt=24.00 | Pred=23.00 | Gap=0.0417 | Hamming=2 | Exact=0
K=2, n=600, m=3000, rep=2 | Opt=19.00 | Pred=18.00 | Gap=0.0526 | Hamming=4 | Exact=0
K=2, n=600, m=3000, rep=3 | Opt=35.00 | Pred=27.00 | Gap=0.2286 | Hamming=2 | Exact=0
K=2, n=600, m=3000, rep=4 | Opt=17.00 | Pred=16.00 | Gap=0.0588 | Hamming=2 | Exact=0
K=2, n=600, m=3000, rep=5 | Opt=19.00 | Pred=19.00 | Gap=0.0000 | Hamming=2 | Exact=0
K=2, n=600, m=3000, rep=6 | Opt=26.00 | Pred=26.00 | Gap=0.0000 | Hamming=0 | Exact=1
K=2, n=600, m=3000, rep=7 | Opt=25.00 | Pred=25.00 | Gap=0.0000 | Hamming=2 | Exact=0
K=2, n=600, m=3000, rep=8 | Opt=14.00 | Pred=8.00 | Gap=0.4286 | Hamming=4 | Exact=0
K=2, n=600, m=3000, rep=9 | Opt=30.00 | Pred=30.00 | Gap=0.0000 | Hamming=2 | Exact=0
K=2, n=600, m=3000, rep=10 | Opt=22.00 | Pred=22.00 | Gap=0.0000 | Hamming=4 | Exact=0
K=2, n=600, m=3000, rep=11 | Opt=25.00 | Pred=25.00 | Gap=0.0000 | Hamming=2 | Exact=0
K=2, n=600, m=3000, rep=12 | Opt=28.00 | Pred=28.00 | Gap=0.0000 | Hamming=2 | Exact=0
K=2, n=600, m=3000, rep=13 | Opt=27.00 | Pred=23.00 | Gap=0.1481 | Hamming=2 | Exact=0
K=2, n=600, m=3000, rep=14 | Opt=18.00 | Pred=17.00 | Gap=0.0556 | Hamming=2 | Exact=0
K=2, n=600, m=3000, rep=15 | Opt=19.00 | Pred=18.00 | Gap=0.0526 | Hamming=4 | Exact=0
K=2, n=600, m=3000, rep=16 | Opt=18.00 | Pred=10.00 | Gap=0.4444 | Hamming=2 | Exact=0
K=2, n=600, m=3000, rep=17 | Opt=18.00 | Pred=13.00 | Gap=0.2778 | Hamming=4 | Exact=0
K=2, n=600, m=3000, rep=18 | Opt=24.00 | Pred=20.00 | Gap=0.1667 | Hamming=4 | Exact=0
K=2, n=600, m=3000, rep=19 | Opt=22.00 | Pred=19.00 | Gap=0.1364 | Hamming=2 | Exact=0
K=2, n=600, m=3600, rep=0 | Opt=17.00 | Pred=15.00 | Gap=0.1176 | Hamming=2 | Exact=0
K=2, n=600, m=3600, rep=1 | Opt=17.00 | Pred=10.00 | Gap=0.4118 | Hamming=4 | Exact=0
K=2, n=600, m=3600, rep=2 | Opt=17.00 | Pred=14.00 | Gap=0.1765 | Hamming=4 | Exact=0
K=2, n=600, m=3600, rep=3 | Opt=16.00 | Pred=15.00 | Gap=0.0625 | Hamming=4 | Exact=0
K=2, n=600, m=3600, rep=4 | Opt=21.00 | Pred=15.00 | Gap=0.2857 | Hamming=2 | Exact=0
K=2, n=600, m=3600, rep=5 | Opt=13.00 | Pred=9.00 | Gap=0.3077 | Hamming=4 | Exact=0
K=2, n=600, m=3600, rep=6 | Opt=13.00 | Pred=8.00 | Gap=0.3846 | Hamming=4 | Exact=0
K=2, n=600, m=3600, rep=7 | Opt=29.00 | Pred=26.00 | Gap=0.1034 | Hamming=2 | Exact=0
